id	name_es	name_en	country_id
GB-ENF	Enfield	Enfield	GB
GB-ENG	England	Inglaterra	GB
GB-ERW	East Renfrewshire	East Renfrewshire	GB
GB-ERY	Yorkshire Del Este	East Riding Of Yorkshire	GB
GB-ESS	Essex	Essex	GB
GB-ESX	East Sussex	East Sussex	GB
GB-FAL	Falkirk	Falkirk	GB
GB-FIF	Pífano	Fife	GB
GB-FLN	Flintshire	Flintshire	GB
GB-FMO	Fermanagh Y Omagh	Fermanagh And Omagh	GB
GB-GAT	Gateshead	Gateshead	GB
GB-GLG	Glasgow City	Glasgow City	GB
GB-GLS	Gloucestershire	Gloucestershire	GB
GB-GRE	Greenwich	Greenwich	GB
GB-GWN	Gwynedd	Gwynedd	GB
GB-HAL	Halton	Halton	GB
GB-HAM	Hampshire	Hampshire	GB
GB-HAV	Havering	Havering	GB
GB-HCK	Máquina De Alquiler	Hackney	GB
GB-HEF	Herefordshire	Herefordshire	GB
GB-HIL	Hillingdon	Hillingdon	GB
GB-HLD	Tierras Altas	Highland	GB
GB-HMF	Hammersmith Y Fulham	Hammersmith And Fulham	GB
GB-HNS	Hounslow	Hounslow	GB
GB-HPL	Hartlepool	Hartlepool	GB
GB-HRT	Hertfordshire	Hertfordshire	GB
GB-HRW	Grada	Harrow	GB
GB-HRY	Haringey	Haringey	GB
GB-IOS	Islas De Scilly	Isles Of Scilly	GB
GB-IOW	Isla De Wight	Isle Of Wight	GB
GB-ISL	Islington	Islington	GB
GB-IVC	Inverclyde	Inverclyde	GB
GB-KEC	Kensington Y Chelsea	Kensington And Chelsea	GB
GB-KEN	Kent	Kent	GB
GB-KHL	Kingston Upon Hull	Kingston Upon Hull	GB
GB-KIR	Kirklees	Kirklees	GB
GB-KTT	Kingston Upon Thames	Kingston Upon Thames	GB
GB-KWL	Knowsley	Knowsley	GB
GB-LAN	Lancashire	Lancashire	GB
GB-LBC	Lisburn Y Castlereagh	Lisburn And Castlereagh	GB
GB-LBH	Lambeth	Lambeth	GB
GB-LCE	Leicester	Leicester	GB
GB-LDS	Leeds	Leeds	GB
GB-LEC	Leicestershire	Leicestershire	GB
GB-LEW	Lewisham	Lewisham	GB
GB-LIN	Lincolnshire	Lincolnshire	GB
GB-LIV	Liverpool	Liverpool	GB
GB-LND	Londres	London	GB
GB-LUT	Luton	Luton	GB
GB-MAN	Manchester	Manchester	GB
GB-MDB	Middlesbrough	Middlesbrough	GB
GB-MDW	Medway	Medway	GB
GB-MEA	Mediados Y Este De Antrim	Mid And East Antrim	GB
GB-MIK	Milton Keynes	Milton Keynes	GB
GB-MLN	Midlothian	Midlothian	GB
GB-MON	Monmouthshire	Monmouthshire	GB
GB-MRT	Merton	Merton	GB
GB-MRY	Moray	Moray	GB
GB-MTY	Merthyr Tydfil	Merthyr Tydfil	GB
GB-MUL	Mediados De Ulster	Mid Ulster	GB
GB-NAY	North Ayrshire	North Ayrshire	GB
GB-NBL	Northumberland	Northumberland	GB
GB-NEL	North East Lincolnshire	North East Lincolnshire	GB
GB-NET	Newcastle Upon Tyne	Newcastle Upon Tyne	GB
GB-NFK	Norfolk	Norfolk	GB
GB-NGM	Nottingham	Nottingham	GB
GB-NIR	Northern Ireland	Irlanda del Norte	GB
GB-NLK	North Lanarkshire	North Lanarkshire	GB
GB-NLN	North Lincolnshire	North Lincolnshire	GB
GB-NMD	Newry, Morne Y Abajo	Newry, Mourne And Down	GB
GB-NSM	North Somerset	North Somerset	GB
GB-NTH	Northamptonshire	Northamptonshire	GB
GB-NTL	Neath Port Talbot	Neath Port Talbot	GB
GB-NTT	Nottinghamshire	Nottinghamshire	GB
GB-NTY	North Tyneside	North Tyneside	GB
GB-NWM	Newham	Newham	GB
GB-NWP	Newport	Newport	GB
GB-NYK	Yorkshire Del Norte	North Yorkshire	GB
GB-OLD	Oldham	Oldham	GB
GB-ORK	Las Orcadas	Orkney Islands	GB
GB-OXF	Oxfordshire	Oxfordshire	GB
GB-PEM	Pembrokeshire	Pembrokeshire	GB
GB-PKN	Perth Y Kinross	Perth And Kinross	GB
GB-PLY	Plymouth	Plymouth	GB
GB-POL	Poole	Poole	GB
GB-POR	Portsmouth	Portsmouth	GB
GB-POW	Powys	Powys	GB
GB-PTE	Peterborough	Peterborough	GB
GB-RCC	Redcar Y Cleveland	Redcar And Cleveland	GB
GB-RCH	Rochdale	Rochdale	GB
GB-RCT	Rhondda, Cynon, Taff	Rhondda, Cynon, Taff	GB
GB-RDB	Redbridge	Redbridge	GB
GB-RDG	Leyendo	Reading	GB
GB-RFW	Renfrewshire	Renfrewshire	GB
GB-RIC	Richmond Upon Thames	Richmond Upon Thames	GB
GB-ROT	Rotherham	Rotherham	GB
GB-RUT	Rutland	Rutland	GB
GB-SAW	Sandwell	Sandwell	GB
GB-SAY	South Ayrshire	South Ayrshire	GB
GB-SCB	Borders	Scottish Borders	GB
GB-SCT	Scotland	Escocia	GB
GB-SFK	Suffolk	Suffolk	GB
GB-SFT	Sefton	Sefton	GB
GB-SGC	South Gloucestershire	South Gloucestershire	GB
GB-SHF	Sheffield	Sheffield	GB
GB-SHN	St. Helens	St. Helens	GB
GB-SHR	Shropshire	Shropshire	GB
GB-SKP	Stockport	Stockport	GB
GB-SLF	Salford	Salford	GB
GB-SLG	Mudar	Slough	GB
GB-SLK	Lanarkshire Del Sur	South Lanarkshire	GB
GB-SND	Sunderland	Sunderland	GB
GB-SOL	Solihull	Solihull	GB
GB-SOM	Voltereta	Somerset	GB
GB-SOS	Southend-On-Sea	Southend-On-Sea	GB
GB-SRY	Surrey	Surrey	GB
GB-STE	Stoke On Trent	Stoke-On-Trent	GB
GB-STG	Stirling	Stirling	GB
GB-STH	Southampton	Southampton	GB
GB-STN	Sutton	Sutton	GB
GB-STS	Staffordshire	Staffordshire	GB
GB-STT	Stockton-On-Tees	Stockton-On-Tees	GB
GB-STY	South Tyneside	South Tyneside	GB
GB-SWA	Swansea	Swansea	GB
GB-SWD	Swindon	Swindon	GB
GB-SWK	Southwark	Southwark	GB
GB-TAM	Tameside	Tameside	GB
GB-TFW	Telford Y Wrekin	Telford And Wrekin	GB
GB-THR	Thurrock	Thurrock	GB
GB-TOB	Torbay	Torbay	GB
GB-TOF	B & Q	Torfaen	GB
GB-TRF	Trafford	Trafford	GB
GB-TWH	Tower Hamlets	Tower Hamlets	GB
GB-VGL	Vale Of Glamorgan	Vale Of Glamorgan	GB
GB-WAR	Warwickshire	Warwickshire	GB
GB-WBK	West Berkshire	West Berkshire	GB
GB-WDU	West Dunbartonshire	West Dunbartonshire	GB
GB-WFT	Waltham Forest	Waltham Forest	GB
GB-WGN	Wigan	Wigan	GB
GB-WIL	Wiltshire	Wiltshire	GB
GB-WKF	Wakefield	Wakefield	GB
GB-WLL	Walsall	Walsall	GB
GB-WLN	West Lothian	West Lothian	GB
GB-WLS	Wales	Gales	GB
GB-WLV	Wolverhampton	Wolverhampton	GB
GB-WND	Wandsworth	Wandsworth	GB
GB-WNM	Windsor And Maidenhead	Windsor And Maidenhead	GB
GB-WOK	Wokingham	Wokingham	GB
GB-WOR	Worcestershire	Worcestershire	GB
GB-WRL	Wirral	Wirral	GB
GB-WRT	Warrington	Warrington	GB
GB-WRX	Wrexham	Wrexham	GB
GB-WSM	Westminster	Westminster	GB
GB-WSX	West Sussex	West Sussex	GB
GB-YOR	York	York	GB
GB-ZET	Islas Shetland	Shetland Islands	GB
GD-01	San Andrés	Saint Andrew	GD
GD-02	Saint David	Saint David	GD
GD-03	San Jorge	Saint George	GD
GD-04	San Juan	Saint John	GD
GD-05	San Marcos	Saint Mark	GD
GD-06	San Patricio	Saint Patrick	GD
GD-10	Islas Granadinas Del Sur	Southern Grenadine Islands	GD
GE-AB	Abjasia	Abkhazia	GE
GE-AJ	Adjara	Adjara	GE
GE-GU	Guria	Guria	GE
GE-IM	Imereti	Imereti	GE
GE-KA	Kajeti	Kakheti	GE
GE-KK	Región De Kvemo Kartli	Kvemokartli	GE
GE-MM	Mtskheta	Mtskheta	GE
GE-RL	Racha Y La Región Inferior	Racha And The Lower Region	GE
GE-SJ	Javajeti	Javakheti	GE
GE-SK	Shida Kartli	Shida Kartli	GE
GE-SZ	Zemo Svaneti	Zemo Svaneti	GE
GE-TB	Tbilisi	Tbilisi	GE
GF-0	Guayana Francés	French Guiana	GF
GG-0	Castel	Castel	GG
GG-1	Forest	Forest	GG
GG-2	San Andrés	St. Andrew	GG
GG-3	San Martín	St. Martin	GG
GG-4	St. Peter Port	St. Peter Port	GG
GG-5	St. Pierre Du Bois	St. Pierre Du Bois	GG
GG-6	St. Sampson	St. Sampson	GG
GG-7	San Salvador	St. Saviour	GG
GG-8	Torteval	Torteval	GG
GG-9	Valle	Vale	GG
GH-0	Ahafo	Ahafo	GH
GH-10	Sabana	Savannah	GH
GH-15	North Western	Western North	GH
GH-2	Bono	Bono	GH
GH-3	Este Bono	Bono East	GH
GH-8	Noreste	North East	GH
GH-9	Oti	Oti	GH
GH-AA	Greater Accra	Greater Accra	GH
GH-AH	Ashanti	Ashanti	GH
GH-CP	Central	Central	GH
GH-EP	Oriental	Eastern	GH
GH-NP	Del Norte	Northern	GH
GH-TV	Volta	Volta	GH
GH-UE	Upper East	Upper East	GH
GH-UW	Upper West	Upper West	GH
GH-WP	Occidental	Western	GH
GI-0	Gibraltar	Gibraltar	GI
GL-KU	Municipio Kujalleq	Municipality Kujalleq	GL
GL-QA	Qaasuitsup Municipio	Qaasuitsup Municipality	GL
GL-QE	Qeqqata Municipio	Qeqqata Municipality	GL
GL-SM	Municipio De Sermersooq	Municipality Of Sermersooq	GL
GM-B	Banjul	Banjul	GM
GM-L	Bajo Río	Lower River	GM
GM-M	Central River	Central River	GM
GM-N	Banco Del Norte	North Bank	GM
GM-U	Parte Alta Del Río	Upper River	GM
GM-W	Occidental	Western	GM
GN-B	Boke	Boke	GN
GN-C	Conakry	Conakry	GN
GN-D	Kindia	Kindia	GN
GN-F	Faranah	Faranah	GN
GN-K	Kankan	Kankan	GN
GN-L	Labé	Labé	GN
GN-M	Mamou	Mamou	GN
GN-N	Nzerekore	Nzerekore	GN
GP-0	Guadalupe	Guadeloupe	GP
GQ-AN	Annobón	Annobón	GQ
GQ-BN	Bioko Norte	Bioko Norte	GQ
GQ-BS	Bioko Sur	Bioko Sur	GQ
GQ-CS	Centro Sur	South Central	GQ
GQ-KN	Kié-Ntem	Kié-Ntem	GQ
GQ-LI	Litoral	Coast	GQ
GQ-WN	Wele-Nzas	Wele-Nzas	GQ
GR-69	Monte Athos	Mount Athos	GR
GR-A	Macedonia Oriental Y Tracia	Eastern Macedonia And Thrace	GR
GR-B	Central Macedonia	Central Macedonia	GR
GR-C	Macedonia Occidental	West Macedonia	GR
GR-D	Epiro	Continent	GR
GR-E	Tesalia	Thessaly	GR
GR-F	Islas Jónicas	Ionian Islands	GR
GR-G	Grecia Occidental	West Greece	GR
GR-H	Grecia Central	Central Greece	GR
GR-I	Ática	Attica	GR
GR-J	Peloponeso	Peloponnese	GR
GR-K	Mar Del Norte	North Sea	GR
GR-L	Egeo Meridional	Southern Aegean Sea	GR
GR-M	Creta	Crete	GR
GS-0	Isla De Los Pájaros	Bird Island	GS
GS-1	Isla Blanco	Bristol Island	GS
GS-2	Rocas Clerke	Clerke Rocks	GS
GS-3	Isla Jorge	Montagu Island	GS
GS-4	Isla Saunders	Saunders Island	GS
GS-5	Georgia Del Sur	South Georgia	GS
GS-6	Thule Del Sur	Southern Thule	GS
GS-7	Islas Traversay	Traversay Islands	GS
GT-AV	Alta Verapaz	Alta Verapaz	GT
GT-BV	Baja Verapaz	Baja Verapaz	GT
GT-CM	Chimaltenango	Chimaltenango	GT
GT-CQ	Chiquimula	Chiquimula	GT
GT-ES	Escuintla	Escuintla	GT
GT-GU	Guatemala	Guatemala	GT
GT-HU	Huehuetenango	Huehuetenango	GT
GT-IZ	Izabal	Izabal	GT
GT-JA	Jalapa	Jalapa	GT
GT-JU	Jutiapa	Jutiapa	GT
GT-PE	Petén	Petén	GT
GT-PR	El Progreso	Progress	GT
GT-QC	Quiché	Quiche	GT
GT-QZ	Quetzaltenango	Quetzaltenango	GT
GT-Re	Retalhuleu	Retalhuleu	GT
GT-SA	Sacatepéquez	Sacatepequez	GT
GT-SM	San Marcos	San Marcos	GT
GT-SO	Sololá	Only The	GT
GT-SR	Santa Rosa	Santa Rosa	GT
GT-SU	Suchitepéquez	Suchitepequez	GT
GT-TO	Totonicapán	Totonicapán	GT
GT-ZA	Zacapa	Zacapa	GT
GU-GU	Guam	Guam	GU
GW-BA	Bafatá	Bafatá	GW
GW-BL	Bolama-Bijagós	Bolama-Bijagos	GW
GW-BM	Biombo	Biombo	GW
GW-BS	Bissau	Bissau	GW
GW-CA	Cacheu	Cacheu	GW
GW-GA	Gabu	Gabu	GW
GW-OI	Oio	Oio	GW
GW-QU	Quinara	Quinara	GW
GW-TO	Tombali	Tombali	GW
GY-BA	Barima-Guaima	Barima-Waini	GY
GY-CU	Cuyuni-Mazaruni	Cuyuni-Mazaruni	GY
GY-DE	Demerara-Mahaica	Demerara-Mahaica	GY
GY-EB	Berbice Oriental-Corentyne	East Berbice-Corentyne	GY
GY-ES	Essequibo Islands-West Demerara	Essequibo Islands-West Demerara	GY
GY-MA	Mahaica-Berbice	Mahaica-Berbice	GY
GY-PM	Pomeroon-Supenaam	Pomeroon-Supenaam	GY
GY-PT	Potaro-Siparuni	Potaro-Siparuni	GY
GY-UD	Alto Demerara-Berbice	Upper Demerara-Berbice	GY
GY-UT	Upper Takutu-Upper Essequibo	Upper Takutu-Upper Essequibo	GY
HK-HCW	Isla central y occidental de Hong Kong	Central and Western Hong Kong Island	HK
HK-HEA	Isla del este de Hong Kong	Eastern Hong Kong Island	HK
HK-HSO	Isla sur de Hong Kong	Southern Hong Kong Island	HK
HK-HWC	Wan Chai	Wan Chai	HK
HK-KKC	Ciudad de Kowloon	Kowloon City	HK
HK-KKT	Kwun Tong	Kwun Tong	HK
HK-KSS	Sham Shui Po	Sham Shui Po	HK
HK-KWT	Wong Tai Sin	Wong Tai Sin	HK
HK-KYT	Yau Tsim Mong	Yau Tsim Mong	HK
HK-NIS	Nuevos territorios	New Territories	HK
HK-NKT	Kwai Tsing	Kwai Tsing	HK
HK-NNO	Norte	North	HK
HK-NSK	SAI Kung	Sai Kung	HK
HK-NST	Sha Tin	Sha Tin	HK
HK-NTM	Tuen Mun	Tuen Mun	HK
HK-NTP	Tai Po	Tai Po	HK
HK-NTW	Tsuen Wan	Tsuen Wan	HK
HK-NYL	Yuen Long	Yuen Long	HK
HM-0	Islas Heard Y Mcdonald	Heard Island And Mcdonald Islands	HM
HN-AT	Atlántida	Atlantida	HN
HN-CH	Choluteca	Choluteca	HN
HN-CL	Colón	Colon	HN
HN-CM	Comayagua	Comayagua	HN
HN-CP	Copán	Copan	HN
HN-CR	Cortés	Cortés	HN
HN-EP	El Paraíso	The Paradise	HN
HN-FM	Francisco Morazan	Francisco Morazan	HN
HN-GD	Gracias A Dios	Thank God	HN
HN-IB	Islas De La Bahía	Bay Islands	HN
HN-IN	Intibucá	Intibucá	HN
HN-LE	Lempira	Lempira	HN
HN-LP	La Paz	La Paz	HN
HN-OC	Ocotepeque	Ocotepeque	HN
HN-OL	Olancho	Olancho	HN
HN-SB	Santa Bárbara	Saint Barbara	HN
HN-VA	Valle	Valley	HN
HN-YO	Yoro	Yoro	HN
HR-01	Condado De Zagreb	Zagreb County	HR
HR-02	Condado De Krapina-Zagorje	Krapina-Zagorje County	HR
HR-03	Sisak-Moslavina	Sisak-Moslavina	HR
HR-04	Karlovac	Karlovac County	HR
HR-05	Condado Varazdin	Varazdin County	HR
HR-06	Koprivnica-Krizevci	Koprivnica-Krizevci	HR
HR-07	Bjelovar-Bilogora	Bjelovar-Bilogora	HR
HR-08	Condado De Split-Dalmacia	Primorsko Goranska County	HR
HR-09	Lika-Senj	Lika-Senj	HR
HR-10	Virovitica-Podravina	Virovitica-Podravina	HR
HR-11	Pozega-Eslavonia	Pozega-Slavonia	HR
HR-12	Brod-Posavina	Brod-Posavina	HR
HR-13	Condado De Zadar	Zadar County	HR
HR-14	Condado De Osijek-Baranja	Osijek-Baranja County	HR
HR-15	Condado De Sibenik	Sibenik-Knin County	HR
HR-16	Trenčiansky Kraj	Trenčiansky Kraj	HR
HR-17	Condado De Split-Dalmacia	Split-Dalmatia County	HR
HR-18	Condado De Istria	Istrian County	HR
HR-19	Condado De Dubrovnik-Neretva	Dubrovnik-Neretva County	HR
HR-20	Međimurska Región	Međimurska Region	HR
HR-21	Ciudad De Zagreb	City Of Zagreb	HR
HT-AR	Artibonite	Artibonite	HT
HT-CE	Centro	Center	HT
HT-GA	Grand'Anse	Grand'Anse	HT
HT-ND	Norte	North	HT
HT-NE	Noreste	Northeast	HT
HT-NI	Nippes	Nippes	HT
HT-NO	Noroeste	North West	HT
HT-OU	Oeste	West	HT
HT-SD	Sur	South	HT
HT-SE	Sudeste	South East	HT
HU-BA	Baranya	Baranya	HU
HU-BC	Békéscsaba	Békéscsaba	HU
HU-BE	Békés	Békés	HU
HU-BK	Condado Kiskun	Kiskun County	HU
HU-BU	Budapest	Budapest	HU
HU-BZ	Borsod-Abauj-Zemplen	Borsod-Abauj-Zemplen	HU
HU-CS	Csongrád	Csongrád	HU
HU-DE	Debrecen	Debrecen	HU
HU-DU	Dunaújváros	Dunaújváros	HU
HU-EG	Eger	Eger	HU
HU-ER	Érd	Érd	HU
HU-FE	Fejér	Fejér	HU
HU-GS	Gyor-Moson-Sopron	Győr-Moson-Sopron	HU
HU-GY	Győr	Győr	HU
HU-HB	Bihar	Hajdu-Bihar	HU
HU-HE	Heves	Heves	HU
HU-HV	Hódmezővásárhely	Hódmezővásárhely	HU
HU-KE	Komárom-Esztergom	Komárom-Esztergom	HU
HU-KM	Kecskemét	Kecskemét	HU
HU-KV	Kaposvár	Kaposvár	HU
HU-MI	Miskolc	Miskolc	HU
HU-N	Jasz-Nagykun-Szolnok	Jasz-Nagykun-Szolnok	HU
HU-NK	Nagykanizsa	Nagykanizsa	HU
HU-NO	Nógrád	Nógrád	HU
HU-NY	Nyíregyháza	Nyíregyháza	HU
HU-PE	Pest	Pest	HU
HU-PS	Pecs	Pecs	HU
HU-SD	Szeged	Szeged	HU
HU-SF	Székesfehérvár	Székesfehérvár	HU
HU-SH	Szombathely	Szombathely	HU
HU-SK	Szolnok	Szolnok	HU
HU-SN	Sopron	Sopron	HU
HU-SO	Somogy	Somogy	HU
HU-SS	Szekszárd	Szekszárd	HU
HU-ST	Salgótarján	Salgótarján	HU
HU-SZ	Szabolcs-À-Bereg	Szabolcs-À-Bereg	HU
HU-TB	Tatabanya	Tatabanya	HU
HU-TO	Tolna	Tolna	HU
HU-VA	Vas	Vas	HU
HU-VE	Veszprém	Veszprém	HU
HU-VM	Veszprém (Ciudad)	Veszprém (City)	HU
HU-ZA	Zala	Zala	HU
HU-ZE	Zalaegerszeg	Zalaegerszeg	HU
ID-AC	Aceh	Aceh	ID
ID-BA	Bali	Bali	ID
ID-BB	Bangka Belitung	Bangka Belitung	ID
ID-BE	Bengkulu	Bengkulu	ID
ID-BT	Banten	Banten	ID
ID-GO	Gorontalo	Gorontalo	ID
ID-JA	Jambi	Jambi	ID
ID-JB	Java Occidental	West Java	ID
ID-JI	Java Oriental	East Java	ID
ID-JK	Jakarta Raya	Jakarta Raya	ID
ID-JT	Java Central	Central Java	ID
ID-KB	West Kalimantan	West Kalimantan	ID
ID-KI	Kalimantan Oriental	East Kalimantan	ID
ID-KR	Islas Riau	Riau Islands	ID
ID-KS	Kalimantan Del Sur	South Borneo	ID
ID-KT	Central Kalimantan	Central Kalimantan	ID
ID-KU	Borneo Del Norte	North Kalimantan	ID
ID-LA	Lampung	Lampung	ID
ID-MA	Molucas	Moluccas	ID
ID-MU	Maluku Del Norte	North Maluku	ID
ID-NB	West Nusa Tenggara	West Nusa Tenggara	ID
ID-NT	Nusa Tenggara Oriental	East Nusa Tenggara	ID
ID-PA	Papú	Papuan	ID
ID-PB	Papúa Occidental	West Papua	ID
ID-RI	Riau	Riau	ID
ID-SA	Sulawesi Del Norte	North Sulawesi	ID
ID-SB	Sumatra Occidental	West Sumatra	ID
ID-SG	Sureste De Sulawesi	Southeast Sulawesi	ID
ID-SR	Sulawesi Del Sur	South Sulawesi	ID
ID-SS	Sumatra Del Sur	South Sumatra	ID
ID-ST	Central Sulawesi	Central Sulawesi	ID
ID-SU	Sumatra Del Norte	North Sumatra	ID
ID-YO	Yogyakarta	Yogyakarta	ID
IE-C	Connaught	Connaught	IE
IE-CE	Clare	Clare	IE
IE-CN	Cavan	Cavan	IE
IE-CO	Cork	Cork	IE
IE-CW	Carlow	Carlow	IE
IE-D	Dublín	Dublin	IE
IE-DL	Donegal	Donegal	IE
IE-G	Galway	Galway	IE
IE-KE	Kildare	Kildare	IE
IE-KK	Kilkenny	Kilkenny	IE
IE-KY	Kerry	Kerry	IE
IE-L	Leinster	Leinster	IE
IE-LD	Longford	Longford	IE
IE-LH	Louth	Louth	IE
IE-LK	Limerick	Limerick	IE
IE-LM	Leitrim	Leitrim	IE
IE-LS	Laois	Laois	IE
IE-M	Munster	Munster	IE
IE-MH	Meath	Meath	IE
IE-MN	Monaghan	Monaghan	IE
IE-MO	Mayo	Mayo	IE
IE-OY	Offaly	Offaly	IE
IE-RN	Roscommon	Roscommon	IE
IE-SO	Sligo	Sligo	IE
IE-TA	Tipperary	Tipperary	IE
IE-U	Ulster	Ulster	IE
IE-WD	Waterford	Waterford	IE
IE-WH	Westmeath	Westmeath	IE
IE-WW	Wicklow	Wicklow	IE
IE-WX	Wexford	Wexford	IE
IL-D	Provincia Del Sur	Southern Province	IL
IL-HA	Distrito De Haifa	Haifa District	IL
IL-JM	Distrito De Jerusalén	Jerusalem District	IL
IL-M	Hamerkaz	Central District	IL
IL-TA	Tel Aviv	Tel Aviv	IL
IL-Z	Norte	North	IL
IM-0	Isla De Man	Isle Of Man	IM
IN-AN	Andaman Y Nicobar	Andaman And Nicobar Islands	IN
IN-AP	Andhra Pradesh	Andhra Pradesh	IN
IN-AR	Arunachal Pradesh	Arunachal Pradesh	IN
IN-AS	Assam	Assam	IN
IN-BR	Bihar	Bihar	IN
IN-CH	Chandigarh	Chandigarh	IN
IN-CT	Chhattisgarh	Chhattisgarh	IN
IN-DD	Daman Y Diu	Daman And Diu	IN
IN-DL	Delhi	Delhi	IN
IN-DN	Dadra Y Nagar Haveli	Dadra And Nagar Haveli	IN
IN-GA	Goa	Goa	IN
IN-GJ	Gujarat	Gujarat	IN
IN-HP	Himachal Pradesh	Himachal Pradesh	IN
IN-HR	Haryana	Haryana	IN
IN-JH	Jharkhand	Jharkhand	IN
IN-JK	Jammu Y Cachemira	Jammu And Kashmir	IN
IN-KA	Karnataka	Karnataka	IN
IN-KL	Kerala	Kerala	IN
IN-LD	Lakshadweep	Lakshadweep	IN
IN-MH	Maharashtra	Maharashtra	IN
IN-ML	Meghalaya	Meghalaya	IN
IN-MN	Manipur	Manipur	IN
IN-MP	Madhya Pradesh	Madhya Pradesh	IN
IN-MZ	Mizoram	Mizoram	IN
IN-NL	Nagaland	Nagaland	IN
IN-OR	Odisha	Odisha	IN
IN-PB	Punjab	Punjab	IN
IN-PY	Pondicherry	Puducherry	IN
IN-RJ	Rajasthan	Rajasthan	IN
IN-TG	Telangana	Telangana	IN
IN-TN	Tamil Nadu	Tamil Nadu	IN
IN-TR	Tripura	Tripura	IN
IN-UP	Uttar Pradesh	Uttar Pradesh	IN
IN-UT	Uttarakhand	Uttarakhand	IN
IN-WB	Bengala Occidental	West Bengal	IN
IN-WK	Sikkim	Sikkim	IN
IO-IO	Territorio Británico Del Océano Índico	British Indian Ocean Territory	IO
IQ-AN	Anbar	Anbar	IQ
IQ-AR	Erbil	Erbil	IQ
IQ-BA	Basra	Basra	IQ
IQ-BB	Babilonia	Babylon	IQ
IQ-BG	Bagdad	Baghdad	IQ
IQ-DA	Dohuk	Dohuk	IQ
IQ-DI	Diyala	Diyala	IQ
IQ-DQ	Di Qar	Dhi Qar	IQ
IQ-HA	Halabja	Halabja	IQ
IQ-KA	Karbala	Karbala	IQ
IQ-KI	Kirkuk	Kirkuk	IQ
IQ-MA	Maysan	Maysan	IQ
IQ-MU	Muthanna	Muthanna	IQ
IQ-NA	Nayaf	Najaf	IQ
IQ-NI	Nínive	Nineveh	IQ
IQ-QA	Qadisiyah	Qadisiyah	IQ
IQ-SD	Salah Al-Din	Salahuddin	IQ
IQ-SU	Sulaymaniyah	Sulaymaniyah	IQ
IQ-WA	Wasit	Wasit	IQ
IR-01	Azerbaiyán Oriental	East Azarbaijan	IR
IR-02	Azerbaiyán Occidental	Western Azerbaijan	IR
IR-03	Ardabil	Ardabil	IR
IR-04	Isfahán	Esfahan	IR
IR-05	Elam	Elam	IR
IR-06	Bushehr	Bushehr	IR
IR-07	Teherán	Tehran	IR
IR-08	Chahármahál Bakhtiari	Chaharmahal Va Bakhtiari	IR
IR-10	Khuzestan	Khuzestan	IR
IR-11	Zanjan	Zanjan	IR
IR-12	Semnan	Semnan	IR
IR-13	Sistán Y Baluchistán	Sistan And Baluchestan	IR
IR-14	Fars	Fars	IR
IR-15	Kerman	Kerman	IR
IR-16	Kurdistán	Kurdistan	IR
IR-17	Kermanshah	Kermanshah	IR
IR-18	Kohgiluyeh Y Boyer	Kohgiloyeh And Boyerahmad	IR
IR-19	Gilan	Gilan	IR
IR-20	Lorestan	Lorestan	IR
IR-21	Mazandaran	Mazandaran	IR
IR-22	Central	Central	IR
IR-23	Hormozgán	Hormozgan	IR
IR-24	Hamedan	Hamedan	IR
IR-25	Yazd	Yazd	IR
IR-26	Qom	Qom	IR
IR-27	Golestan	Golestan	IR
IR-28	Qazvin	Qazvin	IR
IR-29	Jorasán Del Sur	Southern Khorasan	IR
IR-30	Khorasan Razavi	Khorasan Razavi	IR
IR-31	Norte Khorasan	North Khorasan	IR
IR-32	Alborz	Alborz	IR
IS-1	Reykjavik	Reykjavik	IS
IS-2	Suroeste	Southwest	IS
IS-3	Occidente	The West	IS
IS-4	Fiordos	Fjords	IS
IS-5	Noroeste	North West	IS
IS-6	Noreste	North East	IS
IS-7	Oriente	East	IS
IS-8	Sur De Islandia	South Iceland	IS
IT-21	Piedmont	Piedmont	IT
IT-23	Valle De Aosta	Valle D'Aosta	IT
IT-25	Lombardía	Lombardy	IT
IT-32	Tirol Del Sur	Trentino Alto Adige	IT
IT-34	Veneto	Veneto	IT
IT-36	Friuli-Venecia Julia	Friuli Venezia Giulia	IT
IT-42	Liguria	Liguria	IT
IT-45	Emilia-Romaña	Emilia Romagna	IT
IT-52	Toscana	Tuscany	IT
IT-55	Umbría	Umbria	IT
IT-57	Las Marcas	Marche	IT
IT-62	Lazio	Lazio	IT
IT-65	Abruzzo	Abruzzo	IT
IT-67	Molise	Molise	IT
IT-72	Campania	Campania	IT
IT-75	Puglia	Puglia	IT
IT-77	Basilicata	Basilicata	IT
IT-78	Calabria	Calabria	IT
IT-82	Sicilia	Sicily	IT
IT-88	Cerdeña	Sardinia	IT
JE-JE	Jersey	Jersey	JE
JM-01	Kingston	Kingston	JM
JM-02	San Andrés	Saint Andrew	JM
JM-03	Santo Tomás	Saint Thomas	JM
JM-04	Portland	Portland	JM
JM-05	Santa María	Saint Mary	JM
JM-06	Saint Ann	Saint Ann	JM
JM-07	Trelawny	Trelawny	JM
JM-08	Saint James	Saint James	JM
JM-09	Hanovre	Hanover	JM
JM-10	Westmoreland	Westmoreland	JM
JM-11	Santa Isabel	Saint Elizabeth	JM
JM-12	Manchester	Manchester	JM
JM-13	Letras Gruesas A La Media	Clarendon	JM
